Year|Consumption|State|Source
2000|121516|Arkansas|Nuclear
1999|135009|Arkansas|Nuclear
1998|137403|Arkansas|Nuclear
1997|149100|Arkansas|Nuclear
1996|140285|Arkansas|Nuclear
1995|122486|Arkansas|Nuclear
1994|145531|Arkansas|Nuclear
1993|142032|Arkansas|Nuclear
1992|118591|Arkansas|Nuclear
1991|132746|Arkansas|Nuclear
1990|119387|Arkansas|Nuclear
1989|93599|Arkansas|Nuclear
1988|94309|Arkansas|Nuclear
1987|118720|Arkansas|Nuclear
1986|93900|Arkansas|Nuclear
1985|105042|Arkansas|Nuclear
1984|117188|Arkansas|Nuclear
1983|83380|Arkansas|Nuclear
1982|82852|Arkansas|Nuclear
1981|100093|Arkansas|Nuclear
1980|85438|Arkansas|Nuclear
1979|42139|Arkansas|Nuclear
1978|57113|Arkansas|Nuclear
1977|54759|Arkansas|Nuclear
1976|42614|Arkansas|Nuclear
1975|53676|Arkansas|Nuclear
1974|4024|Arkansas|Nuclear
1973|0|Arkansas|Nuclear
1972|0|Arkansas|Nuclear
1971|0|Arkansas|Nuclear
1970|0|Arkansas|Nuclear
1969|0|Arkansas|Nuclear
1968|0|Arkansas|Nuclear
1967|0|Arkansas|Nuclear
1966|0|Arkansas|Nuclear
1965|0|Arkansas|Nuclear
1964|0|Arkansas|Nuclear
1963|0|Arkansas|Nuclear
1962|0|Arkansas|Nuclear
1961|0|Arkansas|Nuclear
1960|0|Arkansas|Nuclear
2017|187227|California|Nuclear
2016|197754|California|Nuclear
2015|193529|California|Nuclear
2014|177656|California|Nuclear
2013|187162|California|Nuclear
2012|193939|California|Nuclear
2011|383644|California|Nuclear
2010|336562|California|Nuclear
2009|332218|California|Nuclear
2008|339506|California|Nuclear
2007|375427|California|Nuclear
2006|333488|California|Nuclear
2005|377313|California|Nuclear
2004|315634|California|Nuclear
2003|370958|California|Nuclear
2002|358707|California|Nuclear
2001|346911|California|Nuclear
2000|366845|California|Nuclear
1999|348736|California|Nuclear
1998|362928|California|Nuclear
1997|320194|California|Nuclear
1996|358119|California|Nuclear
1995|317794|California|Nuclear
1994|352778|California|Nuclear
1993|331724|California|Nuclear
1992|369043|California|Nuclear
1991|330684|California|Nuclear
1990|345955|California|Nuclear
1989|344146|California|Nuclear
1988|327209|California|Nuclear
1987|317298|California|Nuclear
1986|277332|California|Nuclear
1985|209565|California|Nuclear
1984|153366|California|Nuclear
1983|61214|California|Nuclear
1982|41357|California|Nuclear
1981|35367|California|Nuclear
1980|53665|California|Nuclear
1979|95320|California|Nuclear
1978|83801|California|Nuclear
1977|87396|California|Nuclear
1976|53107|California|Nuclear
1975|66855|California|Nuclear
1974|41277|California|Nuclear
1973|28689|California|Nuclear
1972|34266|California|Nuclear
1971|38137|California|Nuclear
1970|34375|California|Nuclear
1969|27127|California|Nuclear
1968|17003|California|Nuclear
1967|6503|California|Nuclear
1966|1895|California|Nuclear
1965|3193|California|Nuclear
1964|4369|California|Nuclear
1963|2288|California|Nuclear
1962|84|California|Nuclear
1961|55|California|Nuclear
1960|1|California|Nuclear
2017|0|Colorado|Nuclear
2016|0|Colorado|Nuclear
2015|0|Colorado|Nuclear
2014|0|Colorado|Nuclear
2013|0|Colorado|Nuclear
2012|0|Colorado|Nuclear
2011|0|Colorado|Nuclear
2010|0|Colorado|Nuclear
2009|0|Colorado|Nuclear
2008|0|Colorado|Nuclear
2007|0|Colorado|Nuclear
2006|0|Colorado|Nuclear
2005|0|Colorado|Nuclear
2004|0|Colorado|Nuclear
2003|0|Colorado|Nuclear
2002|0|Colorado|Nuclear
2001|0|Colorado|Nuclear
2000|0|Colorado|Nuclear
1999|0|Colorado|Nuclear
1998|0|Colorado|Nuclear
1997|0|Colorado|Nuclear
1996|0|Colorado|Nuclear
1995|0|Colorado|Nuclear
1994|0|Colorado|Nuclear
1993|0|Colorado|Nuclear
1992|0|Colorado|Nuclear
1991|0|Colorado|Nuclear
1990|0|Colorado|Nuclear
1989|5600|Colorado|Nuclear
1988|6994|Colorado|Nuclear
1987|1812|Colorado|Nuclear
1986|550|Colorado|Nuclear
1985|-337|Colorado|Nuclear
1984|598|Colorado|Nuclear
1983|8162|Colorado|Nuclear
1982|6299|Colorado|Nuclear
1981|8261|Colorado|Nuclear
1980|7273|Colorado|Nuclear
1979|2316|Colorado|Nuclear
1978|6664|Colorado|Nuclear
1977|2421|Colorado|Nuclear
1976|0|Colorado|Nuclear
1975|0|Colorado|Nuclear
1974|0|Colorado|Nuclear
1973|0|Colorado|Nuclear
1972|0|Colorado|Nuclear
1971|0|Colorado|Nuclear
1970|0|Colorado|Nuclear
1969|0|Colorado|Nuclear
1968|0|Colorado|Nuclear
1967|0|Colorado|Nuclear
1966|0|Colorado|Nuclear
1965|0|Colorado|Nuclear
1964|0|Colorado|Nuclear
1963|0|Colorado|Nuclear
1962|0|Colorado|Nuclear
1961|0|Colorado|Nuclear
1960|0|Colorado|Nuclear
2017|172570|Connecticut|Nuclear
2016|173363|Connecticut|Nuclear
2015|182083|Connecticut|Nuclear
2014|165677|Connecticut|Nuclear
2013|178465|Connecticut|Nuclear
2012|178959|Connecticut|Nuclear
2011|166669|Connecticut|Nuclear
2010|175074|Connecticut|Nuclear
2009|174220|Connecticut|Nuclear
2008|161305|Connecticut|Nuclear
2007|171874|Connecticut|Nuclear
2006|173111|Connecticut|Nuclear
2005|162406|Connecticut|Nuclear
2004|172470|Connecticut|Nuclear
2003|167566|Connecticut|Nuclear
2002|155777|Connecticut|Nuclear
2001|161112|Connecticut|Nuclear
2000|170674|Connecticut|Nuclear
1999|132456|Connecticut|Nuclear
1998|34022|Connecticut|Nuclear
1997|-1309|Connecticut|Nuclear
1996|65384|Connecticut|Nuclear
1995|196995|Connecticut|Nuclear
1994|210712|Connecticut|Nuclear
1993|229006|Connecticut|Nuclear
1992|175606|Connecticut|Nuclear
1991|128355|Connecticut|Nuclear
1990|209272|Connecticut|Nuclear
1989|207033|Connecticut|Nuclear
1988|235904|Connecticut|Nuclear
1987|214482|Connecticut|Nuclear
1986|197480|Connecticut|Nuclear
1985|135127|Connecticut|Nuclear
1984|154967|Connecticut|Nuclear
1983|126367|Connecticut|Nuclear
1982|150866|Connecticut|Nuclear
1981|139788|Connecticut|Nuclear
1980|129094|Connecticut|Nuclear
1979|138231|Connecticut|Nuclear
1978|151674|Connecticut|Nuclear
1977|141876|Connecticut|Nuclear
1976|136215|Connecticut|Nuclear
1975|89590|Connecticut|Nuclear
1974|88951|Connecticut|Nuclear
1973|46911|Connecticut|Nuclear
1972|83932|Connecticut|Nuclear
1971|84173|Connecticut|Nuclear
1970|39567|Connecticut|Nuclear
1969|40166|Connecticut|Nuclear
1968|33941|Connecticut|Nuclear
1967|6056|Connecticut|Nuclear
1966|0|Connecticut|Nuclear
1965|0|Connecticut|Nuclear
1964|0|Connecticut|Nuclear
1963|0|Connecticut|Nuclear
1962|0|Connecticut|Nuclear
1961|0|Connecticut|Nuclear
1960|0|Connecticut|Nuclear
2017|0|District of Columbia|Nuclear
2016|0|District of Columbia|Nuclear
2015|0|District of Columbia|Nuclear
2014|0|District of Columbia|Nuclear
2013|0|District of Columbia|Nuclear
2012|0|District of Columbia|Nuclear
2011|0|District of Columbia|Nuclear
2010|0|District of Columbia|Nuclear
2009|0|District of Columbia|Nuclear
2008|0|District of Columbia|Nuclear
2007|0|District of Columbia|Nuclear
2006|0|District of Columbia|Nuclear
2005|0|District of Columbia|Nuclear
2004|0|District of Columbia|Nuclear
2003|0|District of Columbia|Nuclear
2002|0|District of Columbia|Nuclear
2001|0|District of Columbia|Nuclear
2000|0|District of Columbia|Nuclear
1999|0|District of Columbia|Nuclear
1998|0|District of Columbia|Nuclear
1997|0|District of Columbia|Nuclear
1996|0|District of Columbia|Nuclear
1995|0|District of Columbia|Nuclear
1994|0|District of Columbia|Nuclear
1993|0|District of Columbia|Nuclear
1992|0|District of Columbia|Nuclear
1991|0|District of Columbia|Nuclear
1990|0|District of Columbia|Nuclear
1989|0|District of Columbia|Nuclear
1988|0|District of Columbia|Nuclear
1987|0|District of Columbia|Nuclear
1986|0|District of Columbia|Nuclear
1985|0|District of Columbia|Nuclear
1984|0|District of Columbia|Nuclear
1983|0|District of Columbia|Nuclear
1982|0|District of Columbia|Nuclear
1981|0|District of Columbia|Nuclear
1980|0|District of Columbia|Nuclear
1979|0|District of Columbia|Nuclear
1978|0|District of Columbia|Nuclear
1977|0|District of Columbia|Nuclear
1976|0|District of Columbia|Nuclear
1975|0|District of Columbia|Nuclear
1974|0|District of Columbia|Nuclear
1973|0|District of Columbia|Nuclear
1972|0|District of Columbia|Nuclear
1971|0|District of Columbia|Nuclear
1970|0|District of Columbia|Nuclear
1969|0|District of Columbia|Nuclear
1968|0|District of Columbia|Nuclear
1967|0|District of Columbia|Nuclear
1966|0|District of Columbia|Nuclear
1965|0|District of Columbia|Nuclear
1964|0|District of Columbia|Nuclear
1963|0|District of Columbia|Nuclear
1962|0|District of Columbia|Nuclear
1961|0|District of Columbia|Nuclear
1960|0|District of Columbia|Nuclear
2017|0|Delaware|Nuclear
2016|0|Delaware|Nuclear
2015|0|Delaware|Nuclear
2014|0|Delaware|Nuclear
2013|0|Delaware|Nuclear
2012|0|Delaware|Nuclear
2011|0|Delaware|Nuclear
2010|0|Delaware|Nuclear
2009|0|Delaware|Nuclear
2008|0|Delaware|Nuclear
2007|0|Delaware|Nuclear
2006|0|Delaware|Nuclear
2005|0|Delaware|Nuclear
2004|0|Delaware|Nuclear
2003|0|Delaware|Nuclear
2002|0|Delaware|Nuclear
2001|0|Delaware|Nuclear
2000|0|Delaware|Nuclear
1999|0|Delaware|Nuclear
1998|0|Delaware|Nuclear
1997|0|Delaware|Nuclear
1996|0|Delaware|Nuclear
1995|0|Delaware|Nuclear
1994|0|Delaware|Nuclear
1993|0|Delaware|Nuclear
1992|0|Delaware|Nuclear
1991|0|Delaware|Nuclear
1990|0|Delaware|Nuclear
1989|0|Delaware|Nuclear
1988|0|Delaware|Nuclear
1987|0|Delaware|Nuclear
1986|0|Delaware|Nuclear
1985|0|Delaware|Nuclear
1984|0|Delaware|Nuclear
1983|0|Delaware|Nuclear
1982|0|Delaware|Nuclear
1981|0|Delaware|Nuclear
1980|0|Delaware|Nuclear
1979|0|Delaware|Nuclear
1978|0|Delaware|Nuclear
1977|0|Delaware|Nuclear
1976|0|Delaware|Nuclear
1975|0|Delaware|Nuclear
1974|0|Delaware|Nuclear
1973|0|Delaware|Nuclear
1972|0|Delaware|Nuclear
1971|0|Delaware|Nuclear
1970|0|Delaware|Nuclear
1969|0|Delaware|Nuclear
1968|0|Delaware|Nuclear
1967|0|Delaware|Nuclear
1966|0|Delaware|Nuclear
1965|0|Delaware|Nuclear
1964|0|Delaware|Nuclear
1963|0|Delaware|Nuclear
1962|0|Delaware|Nuclear
1961|0|Delaware|Nuclear
1960|0|Delaware|Nuclear
2017|304840|Florida|Nuclear
2016|306658|Florida|Nuclear
2015|294099|Florida|Nuclear
2014|291474|Florida|Nuclear
2013|277169|Florida|Nuclear
2012|187259|Florida|Nuclear
2011|230369|Florida|Nuclear
2010|250178|Florida|Nuclear
2009|304544|Florida|Nuclear
2008|335857|Florida|Nuclear
2007|307215|Florida|Nuclear
2006|327934|Florida|Nuclear
2005|300127|Florida|Nuclear
2004|325516|Florida|Nuclear
2003|322868|Florida|Nuclear
2002|351940|Florida|Nuclear
2001|329825|Florida|Nuclear
2000|336766|Florida|Nuclear
1999|329450|Florida|Nuclear
1998|326432|Florida|Nuclear
1997|241023|Florida|Nuclear
1996|267514|Florida|Nuclear
1995|301978|Florida|Nuclear
1994|278881|Florida|Nuclear
1993|271916|Florida|Nuclear
1992|262989|Florida|Nuclear
1991|215001|Florida|Nuclear
1990|230471|Florida|Nuclear
1989|221356|Florida|Nuclear
1988|277752|Florida|Nuclear
1987|196026|Florida|Nuclear
1986|233119|Florida|Nuclear
1985|249204|Florida|Nuclear
1984|261074|Florida|Nuclear
1983|161446|Florida|Nuclear
1982|213919|Florida|Nuclear
1981|159362|Florida|Nuclear
1980|182563|Florida|Nuclear
1979|167438|Florida|Nuclear
1978|172977|Florida|Nuclear
1977|189076|Florida|Nuclear
1976|95538|Florida|Nuclear
